AAA795-A20_00416	Q4FM84	91.9	332	332	332	100	100	1.04e-219	604
AAA795-A20_00417	Q4FM83	91.3	150	150	161	100	93.2	4.87e-78	231
AAA795-A20_00445	Q4FM55	92.4	225	225	225	100	100	1.17e-142	400
AAA795-A20_00453	Q4FM39	95.0	538	538	538	100	100	0.0	1025
AAA795-A20_00458	Q4FM35	86.5	304	306	308	99.3	98.7	1.21e-194	538
AAA795-A20_00478	Q4FM19	88.8	572	572	572	100	100	0.0	1026
AAA795-A20_00563	Q4FLU5	86.7	60	60	60	100	100	3.36e-32	108
AAA795-A20_00573	Q4FLT5	94.1	152	152	152	100	100	1.21e-97	280
AAA795-A20_00574	Q4FLT4	90.6	435	435	436	100	99.8	4.13e-292	796
AAA795-A20_00586	Q4FLS2	90.4	156	156	156	100	100	1.10e-95	276
AAA795-A20_00587	Q4FLS1	87.0	285	291	293	97.9	97.3	1.09e-178	497
AAA795-A20_00658	Q4FPQ6	85.2	338	340	337	99.4	100	2.04e-211	583
AAA795-A20_00674	Q4FMP0	87.7	260	260	257	100	100	1.75e-156	438
AAA795-A20_00707	Q4FPN3	88.0	150	152	155	98.7	96.8	5.85e-92	266
AAA795-A20_00749	Q4FPG2	86.7	158	158	158	100	100	7.08e-93	269
AAA795-A20_00763	Q4FPE9	90.6	244	244	244	100	100	1.77e-151	424
AAA795-A20_00764	Q4FPE8	100	75	75	75	100	100	4.15e-35	116
AAA795-A20_00780	Q4FPD2	85.1	303	303	303	100	100	1.38e-182	508
AAA795-A20_00805	Q4FPA6	94.8	96	96	96	100	100	1.10e-62	187
AAA795-A20_00806	Q4FPA5	91.4	533	553	554	96.4	96.2	0.0	923
AAA795-A20_00858	Q4FNA8	87.2	203	203	203	100	100	8.65e-125	353
AAA795-A20_00866	Q4FNA0	87.7	365	365	366	100	99.7	3.77e-232	638
AAA795-A20_00867	Q4FN99	85.4	356	357	357	99.7	99.7	1.61e-208	578
AAA795-A20_00896	Q4FN45	95.1	41	41	41	100	100	9.14e-20	75.5
AAA795-A20_00904	Q4FN40	93.8	64	68	64	94.1	100	7.43e-32	107
AAA795-A20_00906	Q4FN38	89.3	75	76	76	98.7	98.7	1.94e-47	147
AAA795-A20_00923	Q4FN21	89.3	441	446	446	98.9	98.9	1.54e-187	532
AAA795-A20_00931	Q4FN13	90.5	430	430	430	100	100	4.46e-291	793
AAA795-A20_00941	Q4FN06	90.3	360	360	360	100	100	5.11e-241	660
AAA795-A20_00956	Q4FMH0	97.5	40	40	428	100	9.3	2.97e-18	78.2
AAA795-A20_00980	Q4FNT7	89.2	251	251	251	100	100	1.37e-163	455
AAA795-A20_00981	Q4FNT6	86.7	241	241	239	100	100	3.22e-152	426
AAA795-A20_00982	Q4FNT5	88.9	208	208	208	100	100	1.91e-135	380
AAA795-A20_00983	Q4FNT4	92.3	196	196	196	100	100	4.56e-128	361
AAA795-A20_01001	Q4FNR6	86.5	623	623	623	100	100	0.0	1088
AAA795-A20_01020	Q4FNP9	90.9	638	641	647	99.5	98.5	0.0	1098
AAA795-A20_01038	Q4FNN1	89.4	387	389	389	99.5	99.5	4.14e-257	703
AAA795-A20_01042	Q4FNM7	86.6	82	82	82	100	100	4.57e-42	134
AAA795-A20_01043	Q4FNM6	91.4	688	690	690	99.7	99.7	0.0	1212
AAA795-A20_01101	Q4FMG5	91.5	106	107	265	99.1	40.0	1.06e-61	191
AAA795-A20_01115	Q4FNH9	87.9	638	638	638	100	100	0.0	1161
AAA795-A20_01117	Q4FNH7	92.6	68	68	68	100	100	1.08e-36	120
AAA795-A20_01118	Q4FNH6	91.5	118	118	118	100	100	2.24e-70	209
AAA795-A20_01119	Q4FNH5	85.1	355	355	355	100	100	5.62e-231	634
AAA795-A20_01121	Q4FNH3	90.2	601	601	602	100	99.8	0.0	1090
AAA795-A20_01154	Q4FLP2	89.1	147	147	145	100	100	5.33e-80	235
AAA795-A20_01155	Q4FLP1	93.3	342	342	342	100	100	3.26e-228	626
AAA795-A20_01156	Q4FLP0	91.3	150	149	150	100	100	4.31e-83	243
AAA795-A20_01157	Q4FLN9	90.6	127	127	127	100	100	2.16e-79	232
AAA795-A20_01164	Q4FLN2	85.5	131	131	131	100	100	3.96e-77	227
AAA795-A20_01165	Q4FLN1	89.1	101	101	101	100	100	1.92e-54	167
AAA795-A20_01167	Q4FLM9	86.6	82	81	82	100	100	8.20e-38	124
AAA795-A20_01168	Q4FLM8	95.9	122	122	122	100	100	4.11e-77	226
AAA795-A20_01171	Q4FLM5	89.0	136	136	136	100	100	3.91e-84	245
AAA795-A20_01172	Q4FLM4	93.4	226	226	226	100	100	1.10e-152	426
AAA795-A20_01175	Q4FLM1	86.8	280	279	281	100	99.6	1.98e-175	488
AAA795-A20_01176	Q4FLM0	87.6	97	97	97	100	100	4.64e-51	158
AAA795-A20_01178	Q4FLL8	86.0	236	236	236	100	100	5.20e-140	394
AAA795-A20_01179	Q4FLL7	95.1	102	102	102	100	100	1.45e-63	190
AAA795-A20_01180	Q4FLL6	92.0	410	410	692	100	59.2	1.01e-266	741
AAA795-D22_00031	Q4FLU5	90.0	60	60	60	100	100	4.95e-34	112
AAA795-D22_00048	Q4FLJ4	86.7	683	685	730	99.7	93.6	0.0	1210
AAA795-D22_00171	Q4FN06	91.8	122	122	360	100	33.9	6.12e-73	224
AAA795-D22_00172	Q4FN07	85.0	80	80	637	100	12.6	4.69e-39	139
AAA795-D22_00183	Q4FLQ8	89.4	492	492	492	100	100	4.88e-315	858
AAA795-D22_00184	Q4FLQ7	89.7	485	485	485	100	100	0.0	867
AAA795-D22_00187	Q4FLQ4	91.7	312	313	313	99.7	99.7	7.18e-206	567
AAA795-D22_00199	Q4FLP2	87.8	147	147	145	100	100	1.46e-77	229
AAA795-D22_00200	Q4FLP1	92.1	342	342	342	100	100	8.94e-226	620
AAA795-D22_00201	Q4FLP0	88.0	150	149	150	100	100	1.18e-80	237
AAA795-D22_00202	Q4FLN9	92.9	127	127	127	100	100	3.73e-80	234
AAA795-D22_00206	Q4FLN5	85.0	167	171	170	97.7	98.2	1.61e-95	276
AAA795-D22_00209	Q4FLT5	88.2	152	152	152	100	100	1.51e-91	265
AAA795-D22_00210	Q4FLT4	87.7	373	375	436	99.5	85.6	1.08e-246	678
AAA795-D22_00224	Q4FNT7	86.5	251	251	251	100	100	4.37e-160	446
AAA795-D22_00228	Q4FNT5	87.0	208	208	208	100	100	1.83e-133	375
AAA795-D22_00229	Q4FNT4	89.3	196	196	196	100	100	8.81e-126	355
AAA795-D22_00265	Q4FNP9	90.9	638	641	647	99.5	98.5	0.0	1098
AAA795-D22_00283	Q4FNN1	87.4	389	389	389	100	100	5.39e-253	693
AAA795-D22_00288	Q4FNM6	89.2	688	690	690	99.7	99.7	0.0	1184
AAA795-D22_00314	Q4FLM6	86.0	43	56	63	76.8	68.3	1.43e-19	76.3
AAA795-D22_00315	Q4FLM5	87.5	136	136	136	100	100	5.55e-84	244
AAA795-D22_00316	Q4FLM4	93.8	226	226	226	100	100	2.22e-152	425
AAA795-D22_00318	Q4FLM2	85.3	95	100	97	95.0	96.9	1.69e-56	172
AAA795-D22_00319	Q4FLM1	86.3	278	277	281	100	98.9	4.49e-176	489
AAA795-D22_00321	Q4FLL9	88.3	206	207	207	99.5	99.5	1.12e-122	348
AAA795-D22_00322	Q4FLL8	85.6	236	236	236	100	100	3.00e-139	392
AAA795-D22_00323	Q4FLL7	95.1	102	102	102	100	100	2.94e-63	189
AAA795-D22_00324	Q4FLL6	90.9	692	692	692	100	100	0.0	1260
AAA795-D22_00325	Q4FLL5	90.4	156	156	156	100	100	9.42e-97	278
AAA795-D22_00326	Q4FLL4	94.3	123	123	123	100	100	2.19e-77	227
AAA795-D22_00327	Q4FLL3	90.8	1390	1387	1389	99.9	100	0.0	2488
AAA795-D22_00328	Q4FLL2	97.2	143	143	1363	100	10.5	4.39e-86	276
AAA795-D22_00443	Q4FNH3	87.5	602	602	602	100	100	0.0	1062
AAA795-D22_00474	Q4FLK5	91.2	396	396	396	100	100	8.89e-267	728
AAA795-D22_00554	Q4FM94	89.3	197	202	203	97.5	97.0	3.95e-123	349
AAA795-D22_00560	Q4FM91	90.2	122	122	122	100	100	1.13e-74	220
AAA795-D22_00561	Q4FM90	93.0	171	171	173	100	98.8	1.20e-118	335
AAA795-D22_00563	Q4FM88	93.1	391	391	391	100	100	3.55e-275	749
AAA795-D22_00567	Q4FM84	89.4	331	332	332	99.7	99.7	7.80e-215	592
AAA795-D22_00568	Q4FM83	90.7	161	161	161	100	100	1.50e-84	248
AAA795-D22_00595	Q4FM55	92.0	225	225	225	100	100	1.59e-140	395
AAA795-D22_00607	Q4FM35	87.5	305	310	308	98.4	99.0	6.31e-198	547
AAA795-D22_00633	B6BQB2	87.1	443	443	444	100	99.8	9.79e-311	843
AAA795-D22_00634	Q4FL38	86.0	716	717	717	99.9	99.9	0.0	1226
AAA795-D22_00635	Q4FL37	87.4	340	342	341	99.1	99.7	1.48e-210	582
AAA795-D22_00639	Q4FL33	91.4	315	315	314	100	100	2.20e-219	602
AAA795-D22_00658	Q4FN40	92.2	64	68	64	94.1	100	1.06e-31	107
AAA795-D22_00660	Q4FN38	88.0	75	76	76	98.7	98.7	3.23e-46	144
AAA795-D22_00699	Q4FMR6	87.6	89	90	92	97.8	96.7	4.58e-46	145
AAA795-D22_00725	Q4FMP0	87.4	254	256	257	99.2	98.8	1.43e-154	433
AAA795-D22_00764	Q4FMI9	87.0	193	193	193	100	100	1.14e-115	329
AAA795-D22_00776	Q4FMH0	92.3	428	428	428	100	100	1.45e-295	804
AAA795-D22_00781	Q4FMG5	90.2	264	265	265	99.6	99.6	1.42e-172	479
AAA795-D22_00945	Q4FPG2	85.4	158	158	158	100	100	2.27e-89	260
AAA795-D22_00959	Q4FPE9	91.4	244	244	244	100	100	4.34e-152	426
AAA795-D22_00960	Q4FPE8	100	75	75	75	100	100	4.15e-35	116
AAA795-D22_00999	Q4FPA6	94.8	96	96	96	100	100	3.15e-62	186
AAA795-D22_01000	Q4FPA5	89.8	530	553	554	95.8	95.7	0.0	909
AAA795-D22_01055	Q4FP47	94.0	84	84	84	100	100	8.72e-50	154
AAA795-D22_01064	Q4FP38	94.5	472	472	472	100	100	0.0	871
AAA795-D22_01065	Q4FP37	87.3	291	290	291	100	100	4.03e-171	478
AAA795-D22_01066	Q4FP36	93.5	511	511	511	100	100	0.0	924
AAA795-D22_01074	Q4FP28	88.1	319	321	320	99.4	99.7	5.56e-200	553
AAA795-D22_01091	Q4FP17	91.3	368	368	368	100	100	4.22e-244	669
AAA795-D22_01093	Q4FP15	88.7	467	467	467	100	100	4.59e-305	831
AAA795-D22_01094	Q4FP14	89.4	141	192	164	73.4	86.0	1.13e-83	247
AG-313-A04_00148	Q4FP38	89.1	468	472	472	99.2	99.2	9.18e-303	826
AG-313-A04_00150	Q4FP36	86.4	507	507	511	99.8	99.2	1.83e-307	841
AG-313-A04_00388	Q4FM83	85.1	161	161	161	100	100	2.51e-76	227
AG-313-A04_00393	Q4FM88	85.2	391	391	391	100	100	3.97e-256	701
AG-313-A04_00395	B9KQW1	85.4	157	178	174	88.2	90.2	2.79e-101	291
AG-313-A04_00462	Q4FPA6	86.2	94	98	96	95.9	97.9	2.07e-54	167
AG-313-A04_00501	Q4FPE8	100	75	75	75	100	100	4.15e-35	116
AG-313-A04_00780	Q4FMG5	86.0	265	265	265	100	100	5.90e-165	460
AG-313-A04_00912	Q4FLM5	87.3	134	134	136	100	98.5	3.32e-80	235
AG-313-A04_00994	Q4FLK5	85.7	399	399	396	100	100	1.72e-251	690
AG-325-C18_00018	Q4FM55	92.0	225	225	225	100	100	3.91e-141	396
AG-325-C18_00048	Q4FM19	89.9	572	572	572	100	100	0.0	1028
AG-325-C18_00066	Q4FM05	88.7	62	66	66	93.9	93.9	2.83e-29	101
AG-325-C18_00127	Q4FLU5	86.7	60	60	60	100	100	2.87e-33	110
AG-325-C18_00137	Q4FLT5	95.4	152	152	152	100	100	1.03e-98	283
AG-325-C18_00138	Q4FLT4	91.5	435	435	436	100	99.8	1.76e-293	799
AG-325-C18_00150	Q4FLS2	85.9	156	156	156	100	100	2.90e-91	265
AG-325-C18_00164	Q4FLQ8	88.2	491	491	492	100	99.8	1.43e-309	845
AG-325-C18_00165	Q4FLQ7	88.0	485	485	485	100	100	1.91e-313	854
AG-325-C18_00168	Q4FLQ4	91.0	312	313	313	99.7	99.7	1.19e-204	564
AG-325-C18_00181	Q4FLP1	90.6	342	342	342	100	100	4.06e-222	611
AG-325-C18_00183	Q4FLN9	89.8	127	127	127	100	100	1.78e-78	230
AG-325-C18_00194	Q4FLM8	95.1	122	122	122	100	100	7.10e-78	228
AG-325-C18_00196	Q4FLM6	85.7	63	63	63	100	100	9.41e-29	99.8
AG-325-C18_00197	Q4FLM5	86.7	135	136	136	99.3	99.3	3.75e-82	240
AG-325-C18_00198	Q4FLM4	95.1	226	226	226	100	100	4.67e-154	429
AG-325-C18_00201	Q4FLM1	87.5	280	279	281	100	99.6	5.08e-178	494
AG-325-C18_00204	Q4FLL8	86.9	236	236	236	100	100	8.61e-139	391
AG-325-C18_00205	Q4FLL7	95.1	102	102	102	100	100	2.94e-63	189
AG-325-C18_00206	Q4FLL6	92.9	692	692	692	100	100	0.0	1277
AG-325-C18_00207	Q4FLL5	87.8	156	156	156	100	100	3.02e-93	270
AG-325-C18_00208	Q4FLL4	96.7	123	123	123	100	100	7.65e-78	228
AG-325-C18_00209	Q4FLL3	91.3	1380	1387	1389	99.4	99.3	0.0	2470
AG-325-C18_00210	Q4FLL2	87.9	1363	1362	1363	100	100	0.0	2353
AG-325-C18_00211	Q4FLL1	92.6	121	121	121	100	100	7.23e-57	175
AG-325-C18_00214	Q4FLK8	86.3	139	143	141	97.2	98.6	4.84e-81	238
AG-325-C18_00217	Q4FLK5	90.9	396	396	396	100	100	8.89e-267	728
AG-325-C18_00230	Q4FMR6	86.5	89	90	92	97.8	96.7	2.65e-45	143
AG-325-C18_00288	Q4FPQ6	87.2	337	340	337	99.1	99.7	3.70e-214	590
AG-325-C18_00322	Q4FPN3	88.4	146	147	155	99.3	94.2	3.22e-90	261
AG-325-C18_00341	Q4FPI1	90.5	611	611	611	100	100	0.0	1103
AG-325-C18_00360	Q4FPG2	88.0	158	158	158	100	100	4.98e-93	269
AG-325-C18_00374	Q4FPE9	91.4	244	244	244	100	100	4.34e-152	426
AG-325-C18_00375	Q4FPE8	100	75	75	75	100	100	4.15e-35	116
AG-325-C18_00467	Q4FNH3	89.4	601	601	602	100	99.8	0.0	1085
AG-325-C18_00469	Q4FNH5	86.8	355	355	355	100	100	6.84e-232	637
AG-325-C18_00470	Q4FNH6	92.4	118	118	118	100	100	9.48e-72	212
AG-325-C18_00471	Q4FNH7	92.6	68	68	68	100	100	2.65e-37	121
AG-325-C18_00523	Q4FNM6	93.3	690	690	690	100	100	0.0	1234
AG-325-C18_00528	Q4FNN1	89.2	389	389	389	100	100	2.15e-259	709
AG-325-C18_00546	Q4FNP9	90.4	638	641	647	99.5	98.5	0.0	1092
AG-325-C18_00559	Q4FN40	92.2	64	68	64	94.1	100	2.13e-31	106
AG-325-C18_00561	Q4FN38	88.0	75	76	76	98.7	98.7	1.54e-44	140
AG-325-C18_00578	Q4FN21	87.2	439	448	446	98.0	98.4	6.88e-182	518
AG-325-C18_00586	Q4FN13	89.5	430	430	430	100	100	3.50e-288	785
AG-325-C18_00596	Q4FN06	87.2	360	360	360	100	100	5.82e-231	635
AG-325-C18_00673	Q4FL33	90.2	315	334	314	94.0	100	7.18e-214	588
AG-325-C18_00677	Q4FL37	86.5	340	342	341	99.1	99.7	3.48e-209	578
AG-325-C18_00678	Q4FL38	86.2	716	717	717	99.9	99.9	0.0	1229
AG-325-C18_00679	B6BQB2	87.8	443	443	444	100	99.8	5.66e-310	842
AG-325-C18_00682	Q4FL49	90.2	561	561	561	100	100	0.0	1042
AG-325-C18_00787	Q4FM94	86.2	203	203	203	100	100	8.29e-123	348
AG-325-C18_00800	Q4FM91	92.6	122	122	122	100	100	5.00e-78	228
AG-325-C18_00801	Q4FM90	90.6	171	171	173	100	98.8	8.13e-117	330
AG-325-C18_00803	Q4FM88	94.1	391	391	391	100	100	1.92e-279	760
AG-325-C18_00807	Q4FM84	90.9	330	332	332	99.4	99.4	2.34e-216	595
AG-325-C18_00808	Q4FM83	87.3	150	150	161	100	93.2	3.81e-75	224
AG-325-C18_00823	Q4FMP0	86.8	257	257	257	100	100	9.39e-158	441
AG-325-C18_00853	Q4FMI9	88.0	192	193	193	99.5	99.5	2.94e-118	336
AG-325-C18_00874	Q4FMH0	90.2	428	428	428	100	100	6.17e-281	767
AG-325-C18_00880	Q4FMG5	91.7	264	265	265	99.6	99.6	2.56e-175	486
AG-325-C18_00905	Q4FNW1	86.8	280	281	281	99.6	99.6	6.42e-177	491
AG-325-C18_00950	Q4FP14	85.4	158	191	164	82.7	96.3	2.07e-88	259
AG-325-C18_00951	Q4FP15	87.6	467	467	467	100	100	5.60e-306	833
AG-325-C18_00952	Q4FP16	86.6	201	201	203	100	99.0	1.61e-124	352
AG-325-C18_00953	Q4FP17	88.0	368	368	368	100	100	3.53e-236	649
AG-325-C18_00964	Q4FP28	88.1	320	320	320	100	100	1.08e-199	552
AG-325-C18_00965	Q4FP29	85.8	386	386	386	100	100	1.57e-232	641
AG-325-C18_00972	Q4FP36	92.4	511	511	511	100	100	0.0	912
AG-325-C18_00973	Q4FP37	86.6	291	290	291	100	100	3.31e-170	475
AG-325-C18_00974	Q4FP38	94.1	472	472	472	100	100	0.0	868
AG-325-C18_00983	Q4FP47	94.0	84	84	84	100	100	3.04e-50	155
AG-325-C18_01023	Q4FLJ7	87.7	260	261	260	99.6	100	3.60e-166	462
AG-325-C18_01051	Q4FPA6	93.8	96	96	96	100	100	1.29e-61	185
AG-325-C18_01052	Q4FPA5	89.8	531	554	554	95.8	95.8	0.0	913
AG-325-C18_01099	Q4FN45	95.1	41	41	41	100	100	6.43e-20	75.9
AG-325-C18_01142	Q4FNT7	86.5	251	251	251	100	100	4.37e-160	446
AG-325-C18_01149	Q4FNT4	87.2	196	196	196	100	100	5.95e-124	350
AG-325-C18_01150	Q4FNT5	85.6	208	208	208	100	100	1.68e-129	365
AG-325-C21_00069	Q4FLT5	88.8	152	152	152	100	100	2.73e-94	272
AG-325-C21_00070	Q4FLT4	89.7	435	436	436	99.8	99.8	2.89e-290	791
AG-325-C21_00093	Q4FLQ8	87.8	491	494	492	99.4	99.8	5.61e-310	846
AG-325-C21_00094	Q4FLQ7	88.5	485	485	485	100	100	2.12e-310	846
AG-325-C21_00097	Q4FLQ4	89.4	310	312	313	99.4	99.0	7.37e-201	555
AG-325-C21_00109	Q4FLP1	90.6	339	343	342	98.8	99.1	1.35e-218	602
AG-325-C21_00111	Q4FLN9	87.4	127	127	127	100	100	6.67e-74	218
AG-325-C21_00115	Q4FLN5	86.7	166	166	170	99.4	97.6	9.27e-96	277
AG-325-C21_00122	Q4FLM8	96.7	122	122	122	100	100	1.23e-78	230
AG-325-C21_00126	Q4FLM4	89.4	218	219	226	99.5	96.5	7.49e-140	393
AG-325-C21_00133	Q4FLL7	93.1	102	102	102	100	100	4.88e-62	186
AG-325-C21_00134	Q4FLL6	89.0	689	691	692	99.7	99.6	0.0	1231
AG-325-C21_00136	Q4FLL4	85.4	123	123	123	100	100	8.87e-68	202
AG-325-C21_00137	Q4FLL3	85.5	1105	1103	1389	99.9	79.4	0.0	1865
AG-325-C21_00150	Q4FL33	89.8	315	314	314	100	100	1.08e-212	585
AG-325-C21_00154	Q4FL37	87.4	340	342	341	99.1	99.7	8.96e-212	585
AG-325-C21_00155	Q4FL38	86.5	716	717	717	99.9	99.9	0.0	1226
AG-325-C21_00156	B6BQB2	86.7	443	443	444	100	99.8	1.89e-308	838
AG-325-C21_00263	Q4FNP9	87.3	638	641	647	99.5	98.5	0.0	1062
AG-325-C21_00300	Q4FNT4	86.2	196	196	196	100	100	1.99e-122	347
AG-325-C21_00301	Q4FNT5	86.5	208	208	208	100	100	3.03e-132	372
AG-325-C21_00336	Q4FNW1	87.2	281	281	281	100	100	5.27e-176	489
AG-325-C21_00385	Q4FPA5	90.0	530	550	554	96.4	95.7	0.0	916
AG-325-C21_00386	Q4FPA6	94.7	94	97	96	96.9	97.9	2.23e-60	182
AG-325-C21_00426	Q4FPE8	100	75	75	75	100	100	4.15e-35	116
AG-325-C21_00427	Q4FPE9	85.7	244	244	244	100	100	6.30e-145	407
AG-325-C21_00434	Q4FP15	85.9	467	467	467	100	100	5.69e-299	816
AG-325-C21_00447	Q4FP28	85.9	320	340	320	94.1	100	4.81e-199	551
AG-325-C21_00455	Q4FP36	94.9	510	510	511	100	99.8	0.0	931
AG-325-C21_00456	Q4FP37	91.1	291	291	291	100	100	3.32e-184	511
AG-325-C21_00457	Q4FP38	96.2	471	471	472	100	99.8	0.0	889
AG-325-C21_00466	Q4FP47	89.3	84	84	84	100	100	9.82e-47	146
AG-325-C21_00491	Q4FN38	91.9	74	75	76	98.7	97.4	2.18e-46	145
AG-325-C21_00508	Q4FN21	89.0	444	448	446	99.1	99.6	5.48e-186	528
AG-325-C21_00526	Q4FN06	86.9	359	361	360	99.4	99.7	3.28e-235	645
AG-325-C21_00568	Q4FM19	85.8	572	572	572	100	100	0.0	989
AG-325-C21_00593	Q4FM55	88.9	226	225	225	100	100	4.87e-135	381
AG-325-C21_00612	Q4FMR6	88.8	89	90	92	97.8	96.7	1.60e-46	146
AG-325-C21_00674	Q4FM94	85.7	203	203	203	100	100	4.11e-123	349
AG-325-C21_00679	Q4FM91	86.1	122	122	122	100	100	2.46e-69	206
AG-325-C21_00680	A7HY48	85.0	160	173	191	92.5	83.8	2.03e-101	292
AG-325-C21_00682	Q4FM88	89.3	391	391	391	100	100	4.95e-266	726
AG-325-C21_00686	Q4FM84	86.1	330	333	332	99.1	99.4	1.25e-202	561
AG-325-C21_00960	Q4FN45	95.1	41	41	41	100	100	7.54e-19	73.2
AG-325-C21_01045	Q4FNH3	86.7	601	601	602	100	99.8	0.0	1052
AG-325-C21_01048	Q4FNH6	89.8	118	118	118	100	100	5.27e-69	205
AG-325-C21_01049	Q4FNH7	92.6	68	68	68	100	100	8.90e-36	117
AG-325-C21_01051	Q4FNH9	85.1	388	388	638	100	60.8	6.80e-246	685
AG-325-C21_01118	Q4FLK5	87.6	396	396	396	100	100	3.53e-257	704
AG-325-C21_01131	Q4FMH0	90.2	143	143	428	100	33.4	4.41e-89	268
AG-325-E08_00010	Q4FP47	95.2	84	84	84	100	100	5.25e-51	157
AG-325-E08_00019	Q4FP38	94.9	472	472	472	100	100	0.0	874
AG-325-E08_00020	Q4FP37	85.6	291	290	291	100	100	4.49e-168	470
AG-325-E08_00021	Q4FP36	92.0	511	511	511	100	100	0.0	914
AG-325-E08_00030	Q4FP29	87.6	386	386	386	100	100	6.00e-237	652
AG-325-E08_00031	Q4FP28	93.8	320	320	320	100	100	1.71e-212	585
AG-325-E08_00042	Q4FP17	91.6	368	368	368	100	100	9.91e-243	665
AG-325-E08_00043	Q4FP16	86.6	201	201	203	100	99.0	3.79e-123	349
AG-325-E08_00044	Q4FP15	89.5	467	467	467	100	100	4.31e-310	844
AG-325-E08_00077	Q4FNX4	86.1	395	395	395	100	100	5.17e-254	696
AG-325-E08_00089	Q4FNW1	85.7	280	281	281	99.6	99.6	4.33e-175	487
AG-325-E08_00114	Q4FNT7	88.4	251	251	251	100	100	1.59e-162	452
AG-325-E08_00116	Q4FNT5	86.5	208	208	208	100	100	2.49e-131	370
AG-325-E08_00117	Q4FNT4	86.2	196	196	196	100	100	3.44e-123	348
AG-325-E08_00154	Q4FNP9	91.1	638	641	647	99.5	98.5	0.0	1099
AG-325-E08_00218	Q4FMI9	88.5	192	194	193	99.0	99.5	2.51e-117	333
AG-325-E08_00252	Q4FMP0	86.8	257	257	257	100	100	3.65e-155	434
AG-325-E08_00284	Q4FPA5	90.0	531	554	554	95.8	95.8	0.0	917
AG-325-E08_00285	Q4FPA6	93.8	96	96	96	100	100	1.29e-61	185
AG-325-E08_00325	Q4FPE8	100	75	75	75	100	100	4.15e-35	116
AG-325-E08_00326	Q4FPE9	90.6	244	244	244	100	100	1.02e-150	422
AG-325-E08_00340	Q4FPG2	86.7	158	158	158	100	100	4.77e-91	264
AG-325-E08_00359	Q4FPI1	91.2	611	621	611	98.4	100	0.0	1105
AG-325-E08_00528	Q4FM55	91.6	225	225	225	100	100	3.21e-140	394
AG-325-E08_00536	Q4FM39	91.3	538	538	538	100	100	0.0	985
AG-325-E08_00540	Q4FM35	88.5	305	310	308	98.4	99.0	2.68e-199	550
AG-325-E08_00558	Q4FM19	92.1	572	572	572	100	100	0.0	1044
AG-325-E08_00637	Q4FNH7	97.1	68	68	68	100	100	4.57e-38	123
AG-325-E08_00638	Q4FNH6	91.5	118	118	118	100	100	1.11e-70	209
AG-325-E08_00639	Q4FNH5	85.6	355	355	355	100	100	1.13e-230	634
AG-325-E08_00641	Q4FNH3	91.2	601	601	602	100	99.8	0.0	1094
AG-325-E08_00667	Q4FM05	86.4	66	66	66	100	100	2.07e-31	106
AG-325-E08_00724	Q4FL49	92.7	561	561	561	100	100	0.0	1055
AG-325-E08_00783	Q4FPN3	85.3	150	151	155	99.3	96.8	2.19e-89	259
AG-325-E08_00837	Q4FNM6	92.0	688	690	690	99.7	99.7	0.0	1214
AG-325-E08_00842	Q4FNN1	87.4	389	389	389	100	100	7.65e-253	692
AG-325-E08_00848	Q4FN21	90.2	438	446	446	98.2	98.2	2.85e-190	539
AG-325-E08_00865	Q4FN38	88.0	75	76	76	98.7	98.7	4.59e-46	144
