OG_ID	pfam	pfam_name	pfam_support	n_genes	pfam_rate
OG0000022	PF13450.9	NAD_binding_8	2	833	0.0024009603841536613
OG0000022	PF13510.9	Fer2_4	785	833	0.9423769507803121
OG0000022	PF13738.9	Pyr_redox_3	41	833	0.04921968787515006
OG0000022	PF17806.4	SO_alpha_A3	810	833	0.9723889555822329
OG0000023	PF01370.24	Epimerase	219	831	0.26353790613718414
OG0000023	PF02719.18	Polysacc_synt_2	1	831	0.0012033694344163659
OG0000023	PF04321.20	RmlD_sub_bind	1	831	0.0012033694344163659
OG0000023	PF05721.16	PhyH	1	831	0.0012033694344163659
OG0000023	PF16363.8	GDP_Man_Dehyd	596	831	0.717208182912154
OG0000024	PF04267.15	SoxD	815	815	1
OG0000025	PF00389.33	2-Hacid_dh	666	804	0.8283582089552238
OG0000025	PF02348.22	CTP_transf_3	1	804	0.0012437810945273632
OG0000025	PF02826.22	2-Hacid_dh_C	798	804	0.9925373134328358
OG0000026	PF02615.17	Ldh_2	801	803	0.9975093399750934
OG0000027	PF00909.24	Ammonium_transp	798	800	0.9975
OG0000027	PF07228.15	SpoIIE	175	800	0.21875
OG0000028	PF00398.23	RrnaAD	1	786	0.001272264631043257
OG0000028	PF00515.31	TPR_1	1	786	0.001272264631043257
OG0000028	PF01596.20	Methyltransf_3	1	786	0.001272264631043257
OG0000028	PF01728.22	FtsJ	3	786	0.003816793893129771
OG0000028	PF04989.15	CmcI	1	786	0.001272264631043257
OG0000028	PF05711.14	TylF	41	786	0.05216284987277354
OG0000028	PF08241.15	Methyltransf_11	1	786	0.001272264631043257
OG0000028	PF13424.9	TPR_12	1	786	0.001272264631043257
OG0000028	PF13578.9	Methyltransf_24	532	786	0.6768447837150128
OG0000028	PF13847.9	Methyltransf_31	14	786	0.017811704834605598
OG0000029	PF00120.27	Gln-synt_C	782	784	0.9974489795918368
OG0000030	PF01370.24	Epimerase	338	781	0.4327784891165173
OG0000030	PF03435.21	Sacchrp_dh_NADP	3	781	0.0038412291933418692
OG0000030	PF04321.20	RmlD_sub_bind	32	781	0.040973111395646605
OG0000030	PF05368.16	NmrA	35	781	0.04481434058898848
OG0000030	PF13460.9	NAD_binding_10	346	781	0.44302176696542894
OG0000031	PF00106.28	adh_short	1	775	0.0012903225806451613
OG0000031	PF00984.22	UDPG_MGDP_dh	765	775	0.9870967741935484
OG0000031	PF03446.18	NAD_binding_2	1	775	0.0012903225806451613
OG0000031	PF03720.18	UDPG_MGDP_dh_C	713	775	0.92
OG0000031	PF03721.17	UDPG_MGDP_dh_N	758	775	0.9780645161290322
OG0000032	PF01209.21	Ubie_methyltran	508	773	0.6571798188874515
OG0000032	PF08241.15	Methyltransf_11	96	773	0.12419146183699871
OG0000032	PF13489.9	Methyltransf_23	28	773	0.03622250970245795
OG0000032	PF13649.9	Methyltransf_25	124	773	0.16041397153945666
OG0000032	PF13847.9	Methyltransf_31	14	773	0.018111254851228976
OG0000033	PF04290.15	DctQ	740	743	0.9959623149394348
OG0000034	PF00155.24	Aminotran_1_2	732	738	0.991869918699187
OG0000035	PF00483.26	NTP_transferase	1	738	0.0013550135501355014
OG0000035	PF00551.22	Formyl_trans_N	708	738	0.959349593495935
OG0000035	PF02911.21	Formyl_trans_C	71	738	0.09620596205962059
OG0000035	PF03754.16	At2g31720-like	1	738	0.0013550135501355014
OG0000035	PF13302.10	Acetyltransf_3	1	738	0.0013550135501355014
OG0000035	PF18216.4	N_formyltrans_C	5	738	0.006775067750677507
OG0000036	PF00294.27	PfkB	732	734	0.997275204359673
OG0000037	PF00571.31	CBS	7	729	0.009602194787379973
OG0000037	PF01073.22	3Beta_HSD	1	729	0.0013717421124828531
OG0000037	PF01370.24	Epimerase	421	729	0.5775034293552812
OG0000037	PF02719.18	Polysacc_synt_2	1	729	0.0013717421124828531
OG0000037	PF04321.20	RmlD_sub_bind	258	729	0.35390946502057613
OG0000037	PF05523.14	FdtA	4	729	0.0054869684499314125
OG0000037	PF13460.9	NAD_binding_10	1	729	0.0013717421124828531
OG0000037	PF16363.8	GDP_Man_Dehyd	4	729	0.0054869684499314125
OG0000038	PF00478.28	IMPDH	690	723	0.9543568464730291
OG0000038	PF00571.31	CBS	37	723	0.051175656984785614
OG0000038	PF01070.21	FMN_dh	20	723	0.027662517289073305
OG0000038	PF01645.20	Glu_synthase	1	723	0.0013831258644536654
OG0000038	PF03060.18	NMO	47	723	0.06500691562932227
OG0000039	PF00248.24	Aldo_ket_red	720	721	0.9986130374479889
OG0000040	PF00180.23	Iso_dh	721	721	1
OG0000041	PF02779.27	Transket_pyr	697	710	0.9816901408450704
OG0000041	PF02780.23	Transketolase_C	648	710	0.9126760563380282
OG0000041	PF13292.9	DXP_synthase_N	484	710	0.6816901408450704
OG0000042	PF00893.22	Multi_Drug_Res	706	706	1
OG0000043	PF00483.26	NTP_transferase	1	695	0.0014388489208633094
OG0000043	PF00535.29	Glycos_transf_2	674	695	0.9697841726618706
OG0000044	PF04166.15	PdxA	691	695	0.9942446043165467
OG0000045	PF02390.20	Methyltransf_4	1	687	0.001455604075691412
OG0000045	PF05050.15	Methyltransf_21	671	687	0.9767103347889374
OG0000046	PF00106.28	adh_short	9	686	0.013119533527696793
OG0000046	PF13561.9	adh_short_C2	677	686	0.9868804664723032
OG0000047	PF00160.24	Pro_isomerase	1	681	0.0014684287812041115
OG0000047	PF00171.25	Aldedh	681	681	1
OG0000048	PF00515.31	TPR_1	8	681	0.011747430249632892
OG0000048	PF13181.9	TPR_8	2	681	0.002936857562408223
OG0000048	PF13414.9	TPR_11	9	681	0.013215859030837005
OG0000048	PF13424.9	TPR_12	7	681	0.010279001468428781
OG0000048	PF13759.9	2OG-FeII_Oxy_5	669	681	0.9823788546255506
OG0000049	PF00384.25	Molybdopterin	665	680	0.9779411764705882
OG0000049	PF01568.24	Molydop_binding	190	680	0.27941176470588236
OG0000049	PF04879.19	Molybdop_Fe4S4	178	680	0.26176470588235295
OG0000049	PF09326.14	NADH_dhqG_C	320	680	0.47058823529411764
OG0000049	PF10588.12	NADH-G_4Fe-4S_3	646	680	0.95
OG0000049	PF13187.9	Fer4_9	179	680	0.26323529411764707
OG0000049	PF13510.9	Fer2_4	468	680	0.6882352941176471
OG0000049	PF18465.4	Rieske_3	3	680	0.004411764705882353
OG0000050	PF01257.22	2Fe-2S_thioredx	180	680	0.2647058823529412
OG0000050	PF01512.20	Complex1_51K	673	680	0.9897058823529412
OG0000050	PF10531.12	SLBB	490	680	0.7205882352941176
OG0000050	PF10589.12	NADH_4Fe-4S	677	680	0.9955882352941177
OG0000051	PF00561.23	Abhydrolase_1	601	678	0.8864306784660767
OG0000051	PF03096.17	Ndr	17	678	0.025073746312684365
OG0000051	PF12146.11	Hydrolase_4	32	678	0.0471976401179941
OG0000051	PF12697.10	Abhydrolase_6	21	678	0.030973451327433628
OG0000052	PF06808.15	DctM	672	675	0.9955555555555555
OG0000053	PF00581.23	Rhodanese	671	675	0.9940740740740741
OG0000054	PF00732.22	GMC_oxred_N	656	675	0.9718518518518519
OG0000054	PF05199.16	GMC_oxred_C	671	675	0.9940740740740741
OG0000055	PF00202.24	Aminotran_3	666	672	0.9910714285714286
OG0000055	PF02348.22	CTP_transf_3	30	672	0.044642857142857144
OG0000056	PF01261.27	AP_endonuc_2	4	672	0.005952380952380952
OG0000056	PF01593.27	Amino_oxidase	3	672	0.004464285714285714
OG0000056	PF02348.22	CTP_transf_3	4	672	0.005952380952380952
OG0000056	PF03102.17	NeuB	660	672	0.9821428571428571
OG0000056	PF07883.14	Cupin_2	9	672	0.013392857142857142
OG0000056	PF08666.15	SAF	260	672	0.3869047619047619
OG0000056	PF13412.9	HTH_24	2	672	0.002976190476190476
OG0000056	PF13450.9	NAD_binding_8	6	672	0.008928571428571428
OG0000057	PF05721.16	PhyH	654	667	0.9805097451274363
OG0000058	PF00977.24	His_biosynth	663	664	0.9984939759036144
OG0000059	PF01408.25	GFO_IDH_MocA	651	663	0.9819004524886877
OG0000059	PF02894.20	GFO_IDH_MocA_C	570	663	0.8597285067873304
OG0000059	PF08635.13	ox_reductase_C	1	663	0.0015082956259426848
OG0000060	PF00117.31	GATase	659	663	0.9939668174962293
OG0000060	PF07722.16	Peptidase_C26	1	663	0.0015082956259426848
OG0000061	PF00378.23	ECH_1	648	650	0.9969230769230769
OG0000062	PF02348.22	CTP_transf_3	645	647	0.9969088098918083
OG0000063	PF00920.24	ILVD_EDD	647	647	1
OG0000064	PF01425.24	Amidase	636	642	0.9906542056074766
OG0000065	PF00005.30	ABC_tran	636	642	0.9906542056074766
OG0000066	PF00892.23	EamA	640	641	0.9984399375975039
OG0000067	PF00089.29	Trypsin	1	636	0.0015723270440251573
OG0000067	PF00595.27	PDZ	11	636	0.01729559748427673
OG0000067	PF02163.25	Peptidase_M50	505	636	0.7940251572327044
OG0000067	PF02493.23	MORN	3	636	0.0047169811320754715
OG0000067	PF13176.9	TPR_7	1	636	0.0015723270440251573
OG0000067	PF13180.9	PDZ_2	515	636	0.809748427672956
OG0000067	PF13181.9	TPR_8	9	636	0.014150943396226415
OG0000067	PF13365.9	Trypsin_2	628	636	0.9874213836477987
OG0000067	PF13431.9	TPR_17	1	636	0.0015723270440251573
OG0000067	PF17820.4	PDZ_6	21	636	0.0330188679245283
OG0000068	PF01970.19	TctA	633	633	1
OG0000069	PF00044.27	Gp_dh_N	2	627	0.003189792663476874
OG0000069	PF00456.24	Transketolase_N	609	627	0.9712918660287081
OG0000069	PF01812.23	5-FTHF_cyc-lig	1	627	0.001594896331738437
OG0000069	PF02779.27	Transket_pyr	500	627	0.7974481658692185
OG0000069	PF02780.23	Transketolase_C	475	627	0.7575757575757576
OG0000069	PF02800.23	Gp_dh_C	2	627	0.003189792663476874
OG0000069	PF04383.16	KilA-N	1	627	0.001594896331738437
OG0000069	PF13292.9	DXP_synthase_N	1	627	0.001594896331738437
OG0000070	PF00059.24	Lectin_C	13	627	0.02073365231259968
OG0000070	PF00754.28	F5_F8_type_C	15	627	0.023923444976076555
OG0000070	PF03382.17	DUF285	9	627	0.014354066985645933
OG0000070	PF03797.22	Autotransporter	518	627	0.8261562998405104
OG0000070	PF05345.15	He_PIG	10	627	0.01594896331738437
OG0000070	PF07676.15	PD40	2	627	0.003189792663476874
OG0000070	PF10282.12	Lactonase	22	627	0.03508771929824561
OG0000070	PF12810.10	Gly_rich	2	627	0.003189792663476874
OG0000070	PF13205.9	Big_5	103	627	0.16427432216905902
OG0000070	PF13385.9	Laminin_G_3	25	627	0.03987240829346093
OG0000070	PF14252.9	DUF4347	55	627	0.08771929824561403
OG0000070	PF17803.4	Cadherin_4	73	627	0.11642743221690591
OG0000070	PF17963.4	Big_9	72	627	0.11483253588516747
OG0000070	PF19078.3	Big_12	1	627	0.001594896331738437
OG0000071	PF00378.23	ECH_1	276	622	0.4437299035369775
OG0000071	PF00725.25	3HCDH	606	622	0.9742765273311897
OG0000071	PF02737.21	3HCDH_N	602	622	0.9678456591639871
OG0000071	PF16113.8	ECH_2	45	622	0.07234726688102894
OG0000072	PF03480.16	DctP	614	620	0.9903225806451613
OG0000073	PF02548.18	Pantoate_transf	618	618	1
OG0000074	PF00501.31	AMP-binding	613	617	0.993517017828201
OG0000074	PF13193.9	AMP-binding_C	595	617	0.9643435980551054
OG0000075	PF00444.21	Ribosomal_L36	1	614	0.0016286644951140066
OG0000075	PF01370.24	Epimerase	512	614	0.8338762214983714
OG0000075	PF16363.8	GDP_Man_Dehyd	98	614	0.15960912052117263
OG0000076	PF01810.21	LysE	604	609	0.9917898193760263
OG0000077	PF00583.28	Acetyltransf_1	1	608	0.001644736842105263
OG0000077	PF00685.30	Sulfotransfer_1	603	608	0.9917763157894737
OG0000077	PF13469.9	Sulfotransfer_3	1	608	0.001644736842105263
OG0000078	PF00465.22	Fe-ADH	602	605	0.9950413223140496
OG0000079	PF01565.26	FAD_binding_4	593	605	0.9801652892561984
OG0000079	PF02754.19	CCG	66	605	0.10909090909090909
OG0000079	PF02913.22	FAD-oxidase_C	599	605	0.9900826446280991
OG0000079	PF13183.9	Fer4_8	96	605	0.15867768595041323
OG0000080	PF01266.27	DAO	583	599	0.9732888146911519
OG0000080	PF01571.24	GCV_T	592	599	0.988313856427379
OG0000080	PF08669.14	GCV_T_C	593	599	0.989983305509182
OG0000080	PF16350.8	FAO_M	583	599	0.9732888146911519
OG0000081	PF01063.22	Aminotran_4	598	598	1
OG0000082	PF00892.23	EamA	595	595	1
OG0000083	PF01926.26	MMR_HSR1	586	591	0.9915397631133672
OG0000083	PF04280.18	Tim44	1	591	0.001692047377326565
OG0000083	PF07650.20	KH_2	44	591	0.07445008460236886
OG0000083	PF10396.12	TrmE_N	499	591	0.8443316412859561
OG0000083	PF12631.10	MnmE_helical	501	591	0.8477157360406091
OG0000083	PF14714.9	KH_dom-like	43	591	0.0727580372250423
OG0000084	PF08220.15	HTH_DeoR	66	591	0.1116751269035533
OG0000084	PF09339.13	HTH_IclR	6	591	0.01015228426395939
OG0000085	PF00205.25	TPP_enzyme_M	1	590	0.001694915254237288
OG0000085	PF02775.24	TPP_enzyme_C	1	590	0.001694915254237288
OG0000085	PF02776.21	TPP_enzyme_N	1	590	0.001694915254237288
OG0000085	PF04295.16	GD_AH_C	589	590	0.9983050847457627
OG0000085	PF08666.15	SAF	133	590	0.22542372881355932
OG0000086	PF00171.25	Aldedh	1	589	0.001697792869269949
OG0000086	PF03480.16	DctP	588	589	0.99830220713073
OG0000087	PF00596.24	Aldolase_II	585	587	0.9965928449744463
OG0000088	PF01522.24	Polysacc_deac_1	574	586	0.9795221843003413
OG0000089	PF01925.22	TauE	580	581	0.9982788296041308
OG0000090	PF00549.22	Ligase_CoA	578	580	0.996551724137931
OG0000090	PF01408.25	GFO_IDH_MocA	1	580	0.0017241379310344827
OG0000090	PF02629.22	CoA_binding	577	580	0.9948275862068966
OG0000091	PF08139.15	LPAM_1	1	578	0.0017301038062283738
OG0000091	PF09851.12	SHOCT	461	578	0.7975778546712803
OG0000092	PF00549.22	Ligase_CoA	574	577	0.9948006932409013
OG0000092	PF08442.13	ATP-grasp_2	565	577	0.9792027729636048
OG0000093	PF00266.22	Aminotran_5	1	574	0.0017421602787456446
OG0000093	PF00551.22	Formyl_trans_N	1	574	0.0017421602787456446
OG0000093	PF00571.31	CBS	3	574	0.005226480836236934
OG0000093	PF00583.28	Acetyltransf_1	1	574	0.0017421602787456446
OG0000093	PF01041.20	DegT_DnrJ_EryC1	559	574	0.9738675958188153
OG0000093	PF04321.20	RmlD_sub_bind	1	574	0.0017421602787456446
OG0000093	PF18216.4	N_formyltrans_C	1	574	0.0017421602787456446
OG0000094	PF00155.24	Aminotran_1_2	568	570	0.9964912280701754
OG0000095	PF00293.31	NUDIX	568	569	0.9982425307557118
OG0000096	PF00380.22	Ribosomal_S9	1	568	0.0017605633802816902
OG0000096	PF01053.23	Cys_Met_Meta_PP	568	568	1
OG0000097	PF01571.24	GCV_T	561	565	0.9929203539823008
OG0000097	PF08669.14	GCV_T_C	243	565	0.4300884955752212
OG0000098	PF00483.26	NTP_transferase	1	564	0.0017730496453900709
OG0000098	PF01128.22	IspD	458	564	0.8120567375886525
OG0000098	PF02542.19	YgbB	479	564	0.849290780141844
OG0000098	PF12804.10	NTP_transf_3	81	564	0.14361702127659576
OG0000099	PF00108.26	Thiolase_N	553	563	0.9822380106571936
OG0000099	PF02803.21	Thiolase_C	558	563	0.9911190053285968
OG0000100	PF00126.30	HTH_1	555	563	0.9857904085257548
OG0000100	PF03466.23	LysR_substrate	542	563	0.9626998223801065
OG0000101	PF00528.25	BPD_transp_1	561	562	0.998220640569395
OG0000102	PF01625.24	PMSR	562	562	1
OG0000103	PF00204.28	DNA_gyraseB	547	561	0.9750445632798574
OG0000103	PF00986.24	DNA_gyraseB_C	553	561	0.9857397504456328
OG0000103	PF01751.25	Toprim	552	561	0.983957219251337
OG0000103	PF02518.29	HATPase_c	536	561	0.9554367201426025
OG0000104	PF00005.30	ABC_tran	558	559	0.998211091234347
OG0000104	PF00664.26	ABC_membrane	6	559	0.01073345259391771
OG0000104	PF13732.9	DUF4162	1	559	0.0017889087656529517
OG0000105	PF00535.29	Glycos_transf_2	4	559	0.007155635062611807
OG0000105	PF07021.15	MetW	508	559	0.9087656529516994
OG0000105	PF08241.15	Methyltransf_11	13	559	0.023255813953488372
OG0000105	PF13489.9	Methyltransf_23	26	559	0.046511627906976744
OG0000105	PF13649.9	Methyltransf_25	4	559	0.007155635062611807
OG0000105	PF13847.9	Methyltransf_31	7	559	0.012522361359570662
OG0000106	PF00106.28	adh_short	1	557	0.0017953321364452424
OG0000106	PF13561.9	adh_short_C2	556	557	0.9982046678635548
OG0000107	PF01063.22	Aminotran_4	1	557	0.0017953321364452424
OG0000107	PF07690.19	MFS_1	553	557	0.992818671454219
OG0000108	PF00205.25	TPP_enzyme_M	539	554	0.9729241877256317
OG0000108	PF02775.24	TPP_enzyme_C	544	554	0.9819494584837545
OG0000108	PF02776.21	TPP_enzyme_N	537	554	0.9693140794223827
OG0000109	PF00005.30	ABC_tran	550	553	0.9945750452079566
OG0000109	PF08402.13	TOBE_2	528	553	0.9547920433996383
OG0000110	PF00005.30	ABC_tran	551	553	0.9963833634719711
OG0000111	PF01061.27	ABC2_membrane	552	552	1
OG0000112	PF00005.30	ABC_tran	546	551	0.9909255898366606
OG0000113	PF04724.16	Glyco_transf_17	533	551	0.9673321234119783
OG0000114	PF00890.27	FAD_binding_2	548	551	0.9945553539019963
OG0000114	PF02910.23	Succ_DH_flav_C	548	551	0.9945553539019963
OG0000115	PF00106.28	adh_short	544	548	0.9927007299270073
OG0000115	PF13561.9	adh_short_C2	1	548	0.0018248175182481751
OG0000116	PF03480.16	DctP	547	547	1
OG0000117	PF00266.22	Aminotran_5	545	546	0.9981684981684982
OG0000117	PF01458.20	SUFBD	2	546	0.003663003663003663
OG0000118	PF02545.17	Maf	546	546	1
OG0000119	PF00202.24	Aminotran_3	543	544	0.9981617647058824
OG0000120	PF00132.27	Hexapep	486	544	0.8933823529411765
OG0000120	PF00551.22	Formyl_trans_N	2	544	0.003676470588235294
OG0000120	PF00578.24	AhpC-TSA	1	544	0.001838235294117647
OG0000120	PF10417.12	1-cysPrx_C	1	544	0.001838235294117647
OG0000120	PF14602.9	Hexapep_2	58	544	0.10661764705882353
OG0000120	PF17836.4	PglD_N	3	544	0.0055147058823529415
OG0000121	PF00873.22	ACR_tran	544	544	1
OG0000122	PF00570.26	HRDC	2	544	0.003676470588235294
OG0000122	PF01612.23	DNA_pol_A_exo1	544	544	1
OG0000123	PF02574.19	S-methyl_trans	543	543	1
OG0000124	PF04069.15	OpuAC	541	543	0.996316758747698
OG0000125	PF01225.28	Mur_ligase	440	543	0.8103130755064457
OG0000125	PF02875.24	Mur_ligase_C	522	543	0.9613259668508287
OG0000125	PF08245.15	Mur_ligase_M	525	543	0.9668508287292817
OG0000126	PF00289.25	Biotin_carb_N	538	542	0.992619926199262
OG0000126	PF00364.25	Biotin_lipoyl	23	542	0.042435424354243544
OG0000126	PF02682.19	CT_C_D	8	542	0.014760147601476014
OG0000126	PF02785.22	Biotin_carb_C	540	542	0.996309963099631
OG0000126	PF02786.20	CPSase_L_D2	540	542	0.996309963099631
OG0000127	PF01571.24	GCV_T	539	541	0.9963031423290203
OG0000127	PF08669.14	GCV_T_C	537	541	0.9926062846580407
OG0000127	PF12697.10	Abhydrolase_6	1	541	0.0018484288354898336
OG0000128	PF00534.23	Glycos_transf_1	538	541	0.9944547134935305
OG0000128	PF13439.9	Glyco_transf_4	458	541	0.8465804066543438
OG0000128	PF13477.9	Glyco_trans_4_2	3	541	0.005545286506469501
OG0000129	PF00521.23	DNA_topoisoIV	523	541	0.966728280961183
OG0000129	PF03989.16	DNA_gyraseA_C	523	541	0.966728280961183
OG0000130	PF13717.9	zinc_ribbon_4	442	541	0.8170055452865065
OG0000130	PF19769.2	CPxCG_zf	1	541	0.0018484288354898336
OG0000131	PF00578.24	AhpC-TSA	523	541	0.966728280961183
OG0000131	PF08534.13	Redoxin	10	541	0.018484288354898338
OG0000131	PF10417.12	1-cysPrx_C	157	541	0.2902033271719039
OG0000132	PF00012.23	HSP70	536	538	0.9962825278810409
OG0000133	PF00109.29	ketoacyl-synt	536	538	0.9962825278810409
OG0000133	PF02801.25	Ketoacyl-synt_C	535	538	0.9944237918215614
OG0000134	PF00140.23	Sigma70_r1_2	505	537	0.9404096834264432
OG0000134	PF04542.17	Sigma70_r2	535	537	0.9962756052141527
OG0000134	PF04545.19	Sigma70_r4	536	537	0.9981378026070763
OG0000135	PF00116.23	COX2	534	535	0.9981308411214953
OG0000135	PF02790.18	COX2_TM	435	535	0.8130841121495327
OG0000136	PF01593.27	Amino_oxidase	494	534	0.9250936329588015
OG0000136	PF13450.9	NAD_binding_8	34	534	0.06367041198501873
OG0000137	PF00551.22	Formyl_trans_N	529	533	0.9924953095684803
OG0000137	PF02911.21	Formyl_trans_C	522	533	0.9793621013133208
OG0000138	PF03176.18	MMPL	532	533	0.99812382739212
OG0000139	PF00115.23	COX1	532	533	0.99812382739212
OG0000140	PF00561.23	Abhydrolase_1	526	532	0.9887218045112782
OG0000141	PF01555.21	N6_N4_Mtase	526	531	0.9905838041431262
OG0000141	PF01844.26	HNH	1	531	0.0018832391713747645
OG0000141	PF04471.15	Mrr_cat	1	531	0.0018832391713747645
OG0000141	PF18755.4	RAMA	498	531	0.9378531073446328
OG0000142	PF03061.25	4HBT	531	531	1
OG0000143	PF00005.30	ABC_tran	524	530	0.9886792452830189
OG0000143	PF12399.11	BCA_ABC_TP_C	228	530	0.43018867924528303
OG0000144	PF00155.24	Aminotran_1_2	525	530	0.9905660377358491
OG0000144	PF02153.20	PDH_N	1	530	0.0018867924528301887
OG0000144	PF16123.8	HAGH_C	1	530	0.0018867924528301887
OG0000144	PF20463.1	PDH_C	1	530	0.0018867924528301887
OG0000145	PF01488.23	Shikimate_DH	501	530	0.9452830188679245
OG0000145	PF08501.14	Shikimate_dh_N	521	530	0.9830188679245283
OG0000145	PF18317.4	SDH_C	147	530	0.27735849056603773
OG0000146	PF00625.24	Guanylate_kin	529	530	0.9981132075471698
OG0000147	PF00156.30	Pribosyltran	530	530	1
OG0000148	PF08534.13	Redoxin	524	528	0.9924242424242424
OG0000149	PF01066.24	CDP-OH_P_transf	526	528	0.9962121212121212
OG0000150	PF00691.23	OmpA	527	528	0.9981060606060606
